event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN9555,2022/11/07,"2022","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Suguta Marmar,Suguta Marmar,0.902,36.4591,"2","NTV (Kenya); Star (Kenya)",New media-National,"On 7 November 2022, suspected Pokot militia attacked and injured at least one person Samburu west constituency [coded as Suguta Marmar, Samburu Central, Samburu], before making away with a family's 200 and goats and sheep.","0",,"1668446884"
KEN9561,2022/11/07,"2022","1",Political violence,Riots,Mob violence,Rioters (Kenya),Refugees/IDPs (Kenya),"5",Civilians (Kenya),Labor Group (Kenya),"7","57",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Fafi,Jarajila,Hagadera,0.0095,40.3756,"1",Star (Kenya),National,"On 7 November 2022, refugees from different blocks converged and started chasing and attacking all non-locals (presumed businessmen) residing in the Hagadera refugee camp (Fafi, Garissa), following the killing of one IDP by a shop owner. Several people were injured, and businesses looted during the incident.","0",crowd size=no report,"1668446884"
KEN9625,2022/11/07,"2022","2",Strategic developments,Strategic developments,Other,Police Forces of Kenya (2022-),,"1",Al Shabaab,,"2","12",,"404",Eastern Africa,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.0961,39.0426,"2","People Daily; Star (Kenya)",National,"Other: Around 7 November 2022 (as reported), Security agencies [coded as police officers] arrested a man, a resident of Bura East [coded as Mbalambala, Bura, Tana River], suspected of providing sensitive information to al-Shabaab.","0",,"1679360218"
SOM38572,2022/11/05,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Al Furqaan,National,"On 5 November 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570799"
KEN9587,2022/11/04,"2022","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"2",NTV (Kenya),New media,"On 4 November 2022, suspected Pokot militia attacked and injured a person, before making away with 370 goats in Samburu west constituency [coded as Maralal, Samburu Central, Samburu].","0",,"1669047688"
KEN9554,2022/11/03,"2022","1",Political violence,Violence against civilians,Attack,Rendilles Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Merti,Chari,Dogo Gicha,1.2181,38.4838,"2","Daily Nation (Kenya); KTN News (Kenya)",National,"On 3 November 2022, suspected Rendilles militia shot dead two people ferrying livestock feed on a motorbike along the Merti- Dogo gicha [coded as Dogo Gicha, Merti, Isiolo]. The motive of the attack remains unclear.","2",,"1668446884"
KEN9549,2022/11/01,"2022","1",Political violence,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,"2",Civilians (Kenya),Health Workers (Kenya),"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,"1","Citizen (Kenya); Daily Nation (Kenya)",National,"On 1 November 2022, Al Shabaab abducted two medical officers, a patient and an ambulance driver at Lafey (Lafey, Mandera), before fleeing for Somalia. Three of the four captives were released on 2 November 2022, while the driver was released on 3 November 2022 after local elders negotiated for their release. No ransom was paid.","0",,"1667850819"
SOM38512,2022/10/31,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Calamada,National,"On 31 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570797"
KEN9548,2022/10/29,"2022","1",Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,"2",Civilians (Kenya),Pastoralists (Kenya),"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Mandera South,Wargadud,Wargadud,3.1863,40.8677,"2","Kenya Standard; Daily Nation (Kenya)",National,"On 29 October 2022, an unexploded rocket-propelled grenade (RPG) fired by suspected Al Shabaab detonated, killing two herders at Corner S settlement, along Elwak Wargadud road [coded as Wargadud, Mandera South, Mandera], after children tinkered with it.","2",,"1667850818"
SOM38491,2022/10/29,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Military Forces of Somalia (2022-),,"1","12",,"706",Eastern Africa,Somalia,Gedo,Belet Xaawo,,Belet Xaawo,3.7807,41.8943,"1",Calamada,National,"On 29 October 2022, Al Shabaab threw a hand grenade against government security forces (SNA) in Belet Xaawo town (Belet Xaawo, Gedo). The security forces reacted with gunfire after the explosion. There were no fatalities. Two soldiers were injured. Al Shabaab claimed responsibility.","0",,"1680570797"
SOM38463,2022/10/26,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Al Furqaan; Calamada; Undisclosed Source",Local partner-Other,"On 26 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570797"
KEN9541,2022/10/25,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Lafey,Fino,Fino,3.3711,41.4468,"1",Daily Nation (Kenya),National,"On 25 October 2022, Al Shabaab militants attacked Fino primary school (Lafey, Mandera), by hurling explosives targeting students, teachers and a local member of county assembly (MCA). Security officers, presumed police, responded and repulsed the attackers. One student was injured during the incident.","0",,"1683058334"
KEN9539,2022/10/22,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera South,Kotulo,El Ramu,2.332,40.889,"1",Star (Kenya),National,"On 22 October 2022, about 20 suspected Al Shabaab militants attacked a general service unit camp in Elram [coded as El Ramu, Mandera South, Mandera], using rocket propelled grenades and rifles, targeting a communication mast in the camp. Police fired back in exchange repulsing the group.","0",,"1679360217"
KEN10364,2022/10/18,"2022","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Labor Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Porro,Poro,1.2061,36.5629,"1","Citizen (Kenya); KTN News (Kenya)",National,"On 18 October 2022, suspected Pokot militia attacked Poro village (Samburu Central, Samburu). One person was killed, two people missing, one of whom is a staff attached to the area member of parliament (MP), and made away with goods of unknown value.","1",,"1676323319"
KEN9523,2022/10/17,"2022","2",Political violence,Riots,Mob violence,Rioters (Kenya),,"5",,,"0","50",,"404",Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Bula Hawa,4.1015,41.0092,"1","KTN News (Kenya); Kenya Standard",National,"Around 17 October 2022 (as reported), some residents pulled down sections of the barbed wire wall constructed by the Kenya Defence Forces (KDF) personnel in Bula Hawa town (Mandera North, Mandera).","0",crowd size=no report,"1666650597"
KEN10363,2022/10/17,"2022","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Porro,Poro,1.2061,36.5629,"1","Kenya Broadcasting Corporation; Kenya Standard",National,"On 17 October 2022, suspected Pokot militia attacked Poro village (Samburu Central, Samburu). One person was killed and another injured (some reports mention several injured) before the group made away with over 80 cows.","1",,"1676323319"
KEN10360,2022/10/17,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Wajir,Wajir South,Habasswein,Habaswein,1.0104,39.4921,"1",K24,National,"On 17 October 2022, suspected Al Shabaab militants deflated the tires of a police car, before shooting and injuring one police officer at Habaswein (Wajir South, Wajir).","0",,"1679360210"
SOM38338,2022/10/17,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Undisclosed Source; Calamada",Local partner-Other,"On 17 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570796"
KEN9517,2022/10/16,"2022","1",Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),Labor Group (Kenya),"7","37",,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"1",Star (Kenya),National,"Property destruction: On 16 October 2022, overnight, unknown people allegedly linked to the county government, demolished stalls belonging to more than 500 traders at Suq Mukti market in Garrissa town (Garissa, Garrissa).","0",,"1666650601"
SOM38349,2022/10/16,"2022","1",Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Somalia),,"3",,,"0","30",,"706",Eastern Africa,Somalia,Gedo,Belet Xaawo,,Belet Xaawo,3.7807,41.8943,"1",Undisclosed Source,Local partner-Other,"On 16 October 2022, unidentified gunmen threw a hand grenade against a residential house of a senior government soldier (SNA) in Belet Xaawo town (Belet Xaawo, Gedo). There were no casualties.","0",,"1666650603"
KEN9512,2022/10/12,"2022","2",Strategic developments,Strategic developments,Other,Al Shabaab,,"2",,,"0","20",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2",Star (Kenya),National,"Other: Around 12 October 2022 (as reported), Al Shabaab were allegedly planning large scale attacks along the Kenya-Somali border. [coded as Mandera, Mandera East, Mandera].","0",,"1666036934"
KEN9510,2022/10/12,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,"1","Daily Nation (Kenya); Nairobi News; Star (Kenya)",National,"On 12 October 2022, suspected Al Shabaab militants attacked Alungu area of Lafey (Lafey, Mandera). The attack was initiated with RPGs followed by an exchange of gunfire with security officers. Two Safaricom masts and two police vehicles were damaged. There were no casualties.","0",,"1679360217"
KEN9511,2022/10/12,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-) National Police Reservists,,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Arabia,Libehia,3.6804,41.4797,"1","Daily Nation (Kenya); Kenya Standard; Star (Kenya)",National,"On 12 October 2022, about 40 suspected Al Shabaab militants attacked Libehia, also known as Libehiya town (Mandera East, Mandera), targeting three non-local teachers and a communication mast. The teachers escaped and they are yet to be traced, an assertion that was later dismissed by the county commissioner. The communication mast was vandalized using rocket-propelled grenades and other explosives. National Police Reservists (NPRs) responded and repulsed the attackers.","0",,"1679360217"
SOM38283,2022/10/12,"2022","1",Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Kenya (2022-),,"8",Al Shabaab,,"2","28",,"706",Eastern Africa,Somalia,Lower Juba,Afmadow,,Dhobley,0.4063,41.0124,"2",Undisclosed Source,Local partner-Other,"On 12 October 2022, overnight, suspected Kenya security forces conducted an airstrike against Al Shabaab hideouts in Degelima village near Dhobley town (Afmadow, Lower Juba). There were no casualties.","0",,"1679360219"
SOM38284,2022/10/12,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),Military Forces of Somalia (2022-) Jubaland Security Force,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Undisclosed Source; Calamada",Local partner-Other,"On 12 October 2022, overnight, Al Shabaab attacked ATMIS KDF and Jubaland security forces at a base in Hosingow village (Badhaadhe, Lower Juba). There were no fatalities. One soldier was injured. Al Shabaab claimed responsibility.","0",,"1680570793"
SOM38285,2022/10/12,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kolbiyow,-1.1369,41.2174,"1",Undisclosed Source,Local partner-Other,"On 12 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops base in Kolbiyow village (Badhaadhe, Lower Juba). The attack was initiated with RPGs. There were no fatalities. One soldier was injured. Al Shabaab claimed responsibility.","0",,"1680570793"
KEN9506,2022/10/08,"2022","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Civilians (Kenya),,"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Bargoni,-2.0408,40.7913,"1","Daily Nation (Kenya); Star (Kenya)",National,"On 8 October 2022, a landmine planted by Al Shabaab militants exploded targeting civilians at a pub in Mswakini village, near Bar'goni [coded as Bargoni, Lamu West, Lamu]. There were no casualties. The militants also circulated leaflets, warning of more attacks in the county.","0",,"1666036933"
SOM38247,2022/10/08,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Somali Memo; Calamada",National,"On 8 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops base in Hosingow village (Badhaadhe, Lower Juba). There were no fatalities. One soldier was injured. Al Shabaab claimed responsibility.","0",,"1680570793"
KEN9498,2022/10/06,"2022","2",Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Laisamis,Kargi,Kargi,2.508,37.5776,"1","Star (Kenya); Kenya Broadcasting Corporation",National,"Around 6 October 2022 (as reported), unidentified communal militia shot and injured a boy child at Kargi (Laisamis, Marsabit) while stealing cattle.","0",,"1665519449"
KEN9464,2022/10/06,"2022","2",Strategic developments,Strategic developments,Other,Al Shabaab,,"2",,,"0","20",,"404",Eastern Africa,Kenya,Lamu,Lamu West,Bahari,Mpeketoni,-2.3899,40.6987,"2",Daily Nation (Kenya),National,"Other: Around 6 October 2022 (as reported), suspected Al Shabaab allegedly circulated leaflets warning residents that the militants will strike Mokowe, Hindi and Mpeketoni [coded as Mpeketoni, Lamu West, Lamu].","0",,"1665519450"
